problem_id,problem,method,seed,evals,wall_time_s,repair_time_s
bbob-constrained_f028_i01_d05,f028_i01_d05,reject,42,504,3.371886299995822,3.2537256001814967
bbob-constrained_f028_i01_d05,f028_i01_d05,penalty,42,504,0.08006229999591596,0.0003361999988555908
bbob-constrained_f028_i02_d05,f028_i02_d05,project,42,504,0.14787810000416357,0.08689779993437696
bbob-constrained_f028_i02_d05,f028_i02_d05,reject,42,504,0.40713680000044405,0.3417647001624573
bbob-constrained_f028_i02_d05,f028_i02_d05,penalty,42,504,0.07302660000277683,0.0003454998950473964
bbob-constrained_f028_i03_d05,f028_i03_d05,project,42,144,0.04396650000126101,0.028423299969290383
bbob-constrained_f028_i03_d05,f028_i03_d05,reject,42,504,1.9786991000000853,1.8817151001858292
bbob-constrained_f028_i03_d05,f028_i03_d05,penalty,42,504,0.07171889999881387,0.0003300998796476051
bbob-constrained_f029_i01_d05,f029_i01_d05,project,42,504,0.15488030000415165,0.09605429992370773
bbob-constrained_f029_i01_d05,f029_i01_d05,reject,42,504,3.379541300004348,3.259309099856182
bbob-constrained_f029_i01_d05,f029_i01_d05,penalty,42,504,0.0861045999918133,0.00039409978489857167
bbob-constrained_f029_i02_d05,f029_i02_d05,project,42,504,0.14649299999291543,0.08278079998854082
bbob-constrained_f029_i02_d05,f029_i02_d05,reject,42,504,0.3598480000073323,0.2830377999052871
bbob-constrained_f029_i02_d05,f029_i02_d05,penalty,42,504,0.07714720000512898,0.0003669002471724525
bbob-constrained_f029_i03_d05,f029_i03_d05,project,42,48,0.014299100002972409,0.008423099992796779
bbob-constrained_f029_i03_d05,f029_i03_d05,reject,42,504,3.380915700006881,3.257876099902205
bbob-constrained_f029_i03_d05,f029_i03_d05,penalty,42,504,0.07642029999988154,0.00035290005325805396
bbob-constrained_f030_i01_d05,f030_i01_d05,project,42,504,0.17311400000471622,0.10919160023331642
bbob-constrained_f030_i01_d05,f030_i01_d05,reject,42,504,3.6793155999912415,3.5455201999429846
bbob-constrained_f030_i01_d05,f030_i01_d05,penalty,42,504,0.12362059998849872,0.0004235998640069738
bbob-constrained_f030_i02_d05,f030_i02_d05,project,42,504,0.2002059999940684,0.11932389985304326
bbob-constrained_f030_i02_d05,f030_i02_d05,reject,42,504,3.7897224000043934,3.6535863002500264
bbob-constrained_f030_i02_d05,f030_i02_d05,penalty,42,504,0.08820870000636205,0.0003727000002982095
bbob-constrained_f030_i03_d05,f030_i03_d05,project,42,504,0.17024839999794494,0.10151010000845417
bbob-constrained_f030_i03_d05,f030_i03_d05,reject,42,504,3.8520199000049615,3.719701900103246
